judge,model,gt,dataset,prompt_id,rating,pred_length
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_3,2,209
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_4,2,47
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_6,2,89
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_8,2,233
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_14,1,142
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_15,2,85
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_18,2,143
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_19,2,115
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_21,2,70
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_22,2,89
gpt-3.5-turbo,gpt-3.5-turbo,1.333,helm-instruct,helm-instruct_23,0,70
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_24,2,81
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_28,2,165
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_30,2,199
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_35,2,82
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_41,2,196
gpt-3.5-turbo,gpt-3.5-turbo,1.667,helm-instruct,helm-instruct_42,2,97
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_43,2,66
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_46,2,197
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_47,2,87
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_49,2,165
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_50,2,238
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_54,2,157
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_55,2,182
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_62,2,196
gpt-3.5-turbo,gpt-3.5-turbo,1.333,helm-instruct,helm-instruct_63,2,56
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_69,2,215
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_70,2,63
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_76,2,92
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_79,2,56
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_80,2,80
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_83,2,86
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_85,2,195
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_86,2,206
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_89,2,185
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_91,2,191
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_92,2,215
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_93,2,233
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_94,2,230
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_95,2,213
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_96,2,221
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_102,2,255
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_103,2,127
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_105,2,264
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_106,2,89
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_107,2,205
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_108,2,228
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_109,2,237
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_112,2,217
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_116,2,224
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_117,2,222
gpt-3.5-turbo,gpt-3.5-turbo,1.667,helm-instruct,helm-instruct_119,2,162
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_120,2,243
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_122,0,237
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_124,1,236
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_125,2,151
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_127,2,238
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_128,2,252
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_129,2,194
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_131,1,181
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_132,2,136
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_133,0,74
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_135,2,29
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_136,2,131
gpt-3.5-turbo,gpt-3.5-turbo,1.333,helm-instruct,helm-instruct_141,0,253
gpt-3.5-turbo,gpt-3.5-turbo,1.667,helm-instruct,helm-instruct_143,2,217
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_147,2,123
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_148,2,241
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_149,2,134
gpt-3.5-turbo,gpt-3.5-turbo,1.333,helm-instruct,helm-instruct_150,2,84
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_151,2,142
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_152,2,243
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_153,1,61
gpt-3.5-turbo,gpt-3.5-turbo,1.5,helm-instruct,helm-instruct_155,2,218
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_161,2,204
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_162,2,12
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_163,2,247
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_164,2,238
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_165,2,205
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_167,2,261
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_170,2,154
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_173,2,220
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_178,2,152
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_179,2,83
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_180,2,42
gpt-3.5-turbo,gpt-3.5-turbo,1.667,helm-instruct,helm-instruct_181,2,213
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_183,2,96
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_187,2,184
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_192,1,70
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_193,2,182
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_195,2,240
gpt-3.5-turbo,gpt-3.5-turbo,1.5,helm-instruct,helm-instruct_198,2,221
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_199,2,57
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_200,2,187
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_202,2,53
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_203,2,138
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_204,2,159
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_205,2,233
gpt-3.5-turbo,gpt-3.5-turbo,1.667,helm-instruct,helm-instruct_209,2,187
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_210,2,132
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_211,2,86
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_212,2,126
gpt-3.5-turbo,gpt-3.5-turbo,1.333,helm-instruct,helm-instruct_213,2,211
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_214,2,131
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_215,2,255
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_216,2,195
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_217,2,161
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_218,2,247
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_219,2,174
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_221,1,169
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_224,2,133
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_225,2,14
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_226,2,64
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_229,2,112
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_230,2,22
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_231,2,91
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_235,2,253
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_238,2,11
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_241,2,61
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_242,2,24
gpt-3.5-turbo,gpt-3.5-turbo,0.667,helm-instruct,helm-instruct_245,2,14
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_248,2,239
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_249,2,138
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_253,2,135
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_254,2,221
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_258,2,80
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_261,2,233
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_262,2,20
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_264,2,230
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_265,2,238
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_266,2,241
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_267,2,115
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_270,2,231
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_271,2,235
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_273,2,108
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_275,2,233
gpt-3.5-turbo,gpt-3.5-turbo,1.667,helm-instruct,helm-instruct_276,2,208
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_277,2,209
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_279,1,183
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_280,2,246
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_282,2,182
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_283,2,159
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_284,2,183
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_285,2,202
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_287,2,246
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_288,2,217
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_289,2,180
gpt-3.5-turbo,gpt-3.5-turbo,1.667,helm-instruct,helm-instruct_290,2,244
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_291,2,194
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_292,2,54
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_294,2,194
gpt-3.5-turbo,gpt-3.5-turbo,2,helm-instruct,helm-instruct_298,2,159
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_1,0,3
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_3,2,97
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_6,2,6
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_7,2,5
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_8,2,89
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_9,2,91
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_10,2,135
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_12,2,152
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_13,2,52
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_17,2,53
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_18,2,16
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_19,2,33
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_20,2,241
gpt-3.5-turbo,gpt-3.5-turbo,1.667,mtbench,mtbench_22,2,250
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_24,2,253
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_25,2,110
gpt-3.5-turbo,gpt-3.5-turbo,1.333,mtbench,mtbench_26,2,219
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_28,2,237
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_32,2,45
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_35,2,179
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_36,2,134
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_38,2,80
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_39,2,238
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_40,2,210
gpt-3.5-turbo,gpt-3.5-turbo,1,mtbench,mtbench_41,2,237
gpt-3.5-turbo,gpt-3.5-turbo,1.667,mtbench,mtbench_42,2,230
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_43,2,222
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_44,2,40
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_45,1,9
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_46,2,1
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_48,2,164
gpt-3.5-turbo,gpt-3.5-turbo,1,mtbench,mtbench_49,2,20
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_53,2,229
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_55,2,29
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_56,2,238
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_59,2,223
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_60,2,35
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_61,2,31
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_62,2,240
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_66,2,219
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_68,2,248
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_69,2,159
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_70,2,188
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_71,2,58
gpt-3.5-turbo,gpt-3.5-turbo,1.333,mtbench,mtbench_75,2,171
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_76,2,73
gpt-3.5-turbo,gpt-3.5-turbo,0,mtbench,mtbench_77,2,4
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_78,2,53
gpt-3.5-turbo,gpt-3.5-turbo,2,mtbench,mtbench_79,2,5
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_0,2,137
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_1,1,102
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_2,2,113
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_3,2,145
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_4,2,114
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_5,2,113
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_6,2,118
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_7,2,125
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_8,2,117
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_9,2,116
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_10,2,86
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_11,2,108
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_12,2,89
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_13,2,85
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_14,2,134
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_15,2,159
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_16,2,95
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_17,2,115
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_18,2,98
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_19,2,116
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_20,2,115
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_21,2,69
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_22,2,117
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_23,2,94
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_24,2,96
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_25,2,72
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_26,2,161
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_27,2,98
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_28,2,90
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_29,2,137
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_30,2,104
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_31,2,90
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_32,2,116
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_33,2,135
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_34,2,149
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_35,2,97
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_36,2,80
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_37,2,147
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_38,2,85
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_39,2,111
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_40,1,98
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_41,2,110
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_42,2,137
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_43,2,99
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_44,2,123
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_45,2,85
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_46,2,77
gpt-3.5-turbo,gpt-3.5-turbo,1.5,cnn,cnn_47,2,94
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_48,1,113
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_49,1,102
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_50,2,101
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_51,2,89
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_52,2,105
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_53,2,104
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_54,2,104
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_55,2,83
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_56,2,120
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_57,2,101
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_58,2,135
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_59,2,131
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_60,2,123
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_61,2,117
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_62,2,106
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_63,2,91
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_64,2,156
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_65,2,99
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_66,2,114
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_67,2,122
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_68,2,128
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_69,2,141
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_70,2,164
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_71,2,125
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_72,2,102
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_73,2,113
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_74,2,79
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_75,2,109
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_76,2,126
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_77,1,73
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_78,2,114
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_79,2,82
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_80,2,99
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_81,2,100
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_82,2,107
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_83,2,101
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_84,2,115
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_85,2,127
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_86,2,123
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_87,2,122
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_88,2,66
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_89,2,103
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_90,2,92
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_91,2,113
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_92,2,129
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_93,2,122
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_94,2,101
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_95,2,123
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_96,2,110
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_97,2,112
gpt-3.5-turbo,gpt-3.5-turbo,2,cnn,cnn_98,2,127
gpt-3.5-turbo,gpt-3.5-turbo,1.667,cnn,cnn_99,2,89
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_0,2,117
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_1,2,101
gpt-3.5-turbo,gpt-3.5-turbo,1.667,xsum,xsum_2,2,154
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_3,2,98
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_4,2,87
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_5,2,104
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_6,2,70
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_7,2,81
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_8,2,75
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_9,2,84
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_10,2,114
gpt-3.5-turbo,gpt-3.5-turbo,1.333,xsum,xsum_11,2,90
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_12,2,131
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_13,2,99
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_14,2,94
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_15,2,155
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_16,2,99
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_17,2,127
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_18,2,98
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_19,1,114
gpt-3.5-turbo,gpt-3.5-turbo,2,xsum,xsum_20,2,85
